Code_mode,Mode_of_travel
1 , Air
"	2 ", Sea
"	3 ", Land
"	9 ", Not reported
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
